,url_pk,channel_id,title,description,thumbnails,view_count,like_count,published,play_time
20,fIrsaibr1KY,UCNhofiqfw5nl-NeDJkXtPvw,아웃백 한가운데 호주 온천 여행기 【호주2】,"진짜 너무너무너무너뭄너머ㅜ너뭄두더묻 더움
--------------------------------------
카메라

Gopro11
Galaxy S21
Insta360
--------------------------------------
배경음악

Jason Shaw - MINSTREL
https://www.youtube.com/watch?v=X1D01iOqXFA

Jason Shaw - ONE FINE DAY
https://www.youtube.com/watch?v=v5FeEsdAKC4

Jason Shaw - SAILORS LAMENT
https://www.youtube.com/watch?v=1qTPZH_S7a8",https://i.ytimg.com/vi/fIrsaibr1KY/hqdefault.jpg,1887334,30892,2023-02-26T03:00:17Z,PT25M51S
21,Q0K33z_IC7I,UCNhofiqfw5nl-NeDJkXtPvw,자취방같은 캠핑카 여행 일상 【호주3】,"니네가 어둠의 자식들이냐?
--------------------------------------
카메라

Gopro11
Galaxy S21
Insta360
--------------------------------------
배경음악

Jahzzar - Part I (Moonxine)
https://www.youtube.com/watch?v=7xMlbaqJVws&list=PLc9A7wmI3uob4K9waYuDWB37uFHpSY83Z

Jason Shaw - PIONEERS
https://www.youtube.com/watch?v=29e8ksRGXFk

Jason Shaw - PLANTATION
https://www.youtube.com/watch?v=T7hp299F7CY",https://i.ytimg.com/vi/Q0K33z_IC7I/hqdefault.jpg,1628064,32110,2023-03-03T03:00:16Z,PT19M3S
22,Dw7QTvX7AuQ,UCNhofiqfw5nl-NeDJkXtPvw,산 속에 숨어있는 비밀의 수영장 【호주4】,"가려움증은 지금 다 나았습니다.
--------------------------------------
카메라

Gopro11
Galaxy S21
Insta360
--------------------------------------
배경음악

Jason Shaw - 12 MORNINGS
https://www.youtube.com/watch?v=xvagCYaLXB0

Jason Shaw - CHASIN IT
https://www.youtube.com/watch?v=q1kOAWh0X8A

Jahzzar - Self-Portrait
https://www.youtube.com/watch?v=s8ofC3K4AAA

Jahzzar - Pause
https://www.youtube.com/watch?v=Kt9ulP-kBxE",https://i.ytimg.com/vi/Dw7QTvX7AuQ/hqdefault.jpg,1598118,27800,2023-03-06T03:00:04Z,PT18M22S
23,95g42mVkvbk,UCNhofiqfw5nl-NeDJkXtPvw,14일간의 호주 청춘 여행 후기 【호주5】,"청춘맨이다 이거야~
--------------------------------------
카메라

Gopro11
Galaxy S21
Insta360
--------------------------------------
배경음악

차밍조 , 오킹 - Oasis & Fish & Chips

Jason Shaw - WHEELS
https://www.youtube.com/watch?v=9cycOjPPwfk

Jason Shaw - GREEN LEAVES
https://www.youtube.com/watch?v=k3v1mlIAQJE

Jason Shaw - CRYIN IN MY BEER
https://www.youtube.com/watch?v=DM0tbFrmpDI",https://i.ytimg.com/vi/95g42mVkvbk/hqdefault.jpg,1403927,35871,2023-03-12T03:00:04Z,PT19M25S
24,FXJxCMgW6SI,UCNhofiqfw5nl-NeDJkXtPvw,부산에서 화물선 타고 일본 가기 【일본1】,"3항사님의 연애를 기원합니다.
제 연애도 기원합니다.
--------------------------------------
카메라

Gopro11
Galaxy S21
--------------------------------------
배경음악

Jahzzar - Missing You
https://www.youtube.com/watch?v=l817fWt0zDs

Jahzzar - Twice
https://www.youtube.com/watch?v=KmHlpH6eOGE

Jahzzar - Ulyses
https://www.youtube.com/watch?v=xYmrdDumlZw

Jahzzar - Then Again
https://www.youtube.com/watch?v=-DCMHwLPWTY

Jahzzar - Vault
https://www.youtube.com/watch?v=fGRk4MdbtI4",https://i.ytimg.com/vi/FXJxCMgW6SI/hqdefault.jpg,2459197,48365,2023-04-06T03:00:09Z,PT22M53S
25,OsMusZCKX4I,UCNhofiqfw5nl-NeDJkXtPvw,오토바이 타고 아싸 혼자서 즐기는 일본 방랑기 【일본2】,"아싸라비야
--------------------------------------
카메라

Gopro11
Galaxy S21
--------------------------------------
배경음악

Jahzzar - 1000 Miles
https://www.youtube.com/watch?v=YRm9Ubp4Ohk

Jahzzar - Placeholder
https://www.youtube.com/watch?v=HjIpJKpX9ws

Jahzzar - Out of School
https://www.youtube.com/watch?v=BWiXXrZOp3Q",https://i.ytimg.com/vi/OsMusZCKX4I/hqdefault.jpg,2151119,37480,2023-04-12T10:56:24Z,PT19M52S
26,BrvGhfC5OxA,UCNhofiqfw5nl-NeDJkXtPvw,1000년 넘은 일본 초소형 온천을 찾아서 【일본3】,"작은게 짱
--------------------------------------
카메라

Gopro11
Galaxy S21
--------------------------------------
배경음악

Jahzzar - Dory Honey
https://www.youtube.com/watch?v=2OOIHJFo5UI

Kevin MacLeod - Ishikari Lore
https://www.youtube.com/watch?v=EQmZ0oS6lOY",https://i.ytimg.com/vi/BrvGhfC5OxA/hqdefault.jpg,1908634,33578,2023-04-13T08:10:33Z,PT12M35S
27,E87JmA7zqyU,UCNhofiqfw5nl-NeDJkXtPvw,교토의 최고급 료칸 VS 가성비 료칸 비교 체험 【일본4】,"본 컨텐츠는 라쿠텐 트래블의 지원을 받아 제작되었습니다.

--------------------------------------
카메라


Gopro11
Galaxy S21
--------------------------------------
배경음악


Jahzzar - Avientu
https://www.youtube.com/watch?v=0mAwExjcdU0


Jahzzar - Scenes from the Zoo
https://www.youtube.com/watch?v=gS2XlyjM8Q4


Jahzzar - Barefoot
https://www.youtube.com/watch?v=xEOdmEW4ZzU


Jahzzar - Rooftop
https://www.youtube.com/watch?v=fvlbXLKHSNY",https://i.ytimg.com/vi/E87JmA7zqyU/hqdefault.jpg,2228736,37238,2023-04-19T10:18:07Z,PT18M39S
28,r7lQ--Anfzo,UCNhofiqfw5nl-NeDJkXtPvw,인적 드문 일본 깡시골 생활기 【일본5】,"일본 여행 끗~!
--------------------------------------
카메라

Gopro11
Galaxy S21
--------------------------------------
배경음악

Jahzzar - Joe John
https://www.jamendo.com/track/363325/joe-and-john

Jahzzar - Fire Ahead
https://www.youtube.com/watch?v=DuVHPSc-Wbc",https://i.ytimg.com/vi/r7lQ--Anfzo/hqdefault.jpg,3122032,48591,2023-04-27T02:43:09Z,PT30M29S
29,ntV5JTGFPV4,UCNhofiqfw5nl-NeDJkXtPvw,"발리 우정여행 with 김계란, 쵸단 【인도네시아1】","이 영상은 [여기어때]의 유료광고를 포함하고 있습니다.

   꿈★은 
이루어진다
--------------------------------------
카메라

Gopro11
Galaxy S21 Ultra
--------------------------------------
배경음악

Kevin MacLeod - Mandeville
https://www.youtube.com/watch?v=D9kPJJgqJO8

Kevin MacLeod - Sunday dub
https://www.youtube.com/watch?v=x4_b0k0z1vY",https://i.ytimg.com/vi/ntV5JTGFPV4/hqdefault.jpg,2276469,27840,2023-06-11T03:00:31Z,PT23M16S
